Identity_Type	Identifier
GeneOrGeneProduct	84482
DiseaseOrPhenotypicFeature	C564276
GeneOrGeneProduct	846
DiseaseOrPhenotypicFeature	D019512
DiseaseOrPhenotypicFeature	D002114
DiseaseOrPhenotypicFeature	D010195
GeneOrGeneProduct	442206
GeneOrGeneProduct	5741
ChemicalEntity	D001639
SequenceVariant	p|SUB|P|163|R
SequenceVariant	p|SUB|I|427|S
SequenceVariant	rs199511990
SequenceVariant	rs749234678
GeneOrGeneProduct	9
ChemicalEntity	D000105
CellLine	CVCL_0213
ChemicalEntity	D010129
ChemicalEntity	C006757
ChemicalEntity	D015081
ChemicalEntity	C029876
ChemicalEntity	C018691
GeneOrGeneProduct	839
GeneOrGeneProduct	842
GeneOrGeneProduct	3606
GeneOrGeneProduct	10392
DiseaseOrPhenotypicFeature	D008207
GeneOrGeneProduct	56426
GeneOrGeneProduct	14257
GeneOrGeneProduct	26413
GeneOrGeneProduct	26417
DiseaseOrPhenotypicFeature	D020786
GeneOrGeneProduct	889
GeneOrGeneProduct	83605
ChemicalEntity	C015219
DiseaseOrPhenotypicFeature	D008232
GeneOrGeneProduct	16647
GeneOrGeneProduct	19697
DiseaseOrPhenotypicFeature	D008232
DiseaseOrPhenotypicFeature	D044148
GeneOrGeneProduct	287362
ChemicalEntity	D000077149
DiseaseOrPhenotypicFeature	D000079690
DiseaseOrPhenotypicFeature	D001289
DiseaseOrPhenotypicFeature	D000090862
DiseaseOrPhenotypicFeature	D020258
ChemicalEntity	D005690
ChemicalEntity	C000597426
GeneOrGeneProduct	117268
GeneOrGeneProduct	25166
GeneOrGeneProduct	29197
GeneOrGeneProduct	25291
DiseaseOrPhenotypicFeature	D002280
ChemicalEntity	D020123
ChemicalEntity	C000718190
GeneOrGeneProduct	79811
GeneOrGeneProduct	5979
GeneOrGeneProduct	238
GeneOrGeneProduct	5894
GeneOrGeneProduct	2261
GeneOrGeneProduct	4763
GeneOrGeneProduct	12995
GeneOrGeneProduct	13000
GeneOrGeneProduct	13001
DiseaseOrPhenotypicFeature	D018908
GeneOrGeneProduct	177
DiseaseOrPhenotypicFeature	D003922
GeneOrGeneProduct	11596
GeneOrGeneProduct	50943
GeneOrGeneProduct	3575
GeneOrGeneProduct	201633
GeneOrGeneProduct	3716
GeneOrGeneProduct	6774
GeneOrGeneProduct	6777
GeneOrGeneProduct	1233
ChemicalEntity	C002503
ChemicalEntity	D014315
CellLine	CVCL_0064
CellLine	CVCL_0023
CellLine	CVCL_0035
CellLine	CVCL_0594
GeneOrGeneProduct	836
GeneOrGeneProduct	840
DiseaseOrPhenotypicFeature	D012892
GeneOrGeneProduct	19017
DiseaseOrPhenotypicFeature	D016640
ChemicalEntity	D004121
ChemicalEntity	C581161
DiseaseOrPhenotypicFeature	D007333
DiseaseOrPhenotypicFeature	D012893
ChemicalEntity	D001786
GeneOrGeneProduct	146909
DiseaseOrPhenotypicFeature	D000077277
GeneOrGeneProduct	55143
DiseaseOrPhenotypicFeature	D004938
GeneOrGeneProduct	1019
GeneOrGeneProduct	896
GeneOrGeneProduct	7431
GeneOrGeneProduct	1000
GeneOrGeneProduct	6198
OrganismTaxon	4097
DiseaseOrPhenotypicFeature	D029424
DiseaseOrPhenotypicFeature	D015208
GeneOrGeneProduct	5972
GeneOrGeneProduct	1433
CellLine	CVCL_0609
CellLine	CVCL_0168
DiseaseOrPhenotypicFeature	D000080424
GeneOrGeneProduct	9076
GeneOrGeneProduct	7082
ChemicalEntity	C012256
GeneOrGeneProduct	840318
GeneOrGeneProduct	843685
GeneOrGeneProduct	823706
GeneOrGeneProduct	818982
ChemicalEntity	C036216
GeneOrGeneProduct	834411
GeneOrGeneProduct	840897
GeneOrGeneProduct	825415
GeneOrGeneProduct	830779
GeneOrGeneProduct	840115
GeneOrGeneProduct	821625
GeneOrGeneProduct	2695
GeneOrGeneProduct	2641
DiseaseOrPhenotypicFeature	D050197
GeneOrGeneProduct	2740
DiseaseOrPhenotypicFeature	D020257
CellLine	CVCL_A628
GeneOrGeneProduct	26528
GeneOrGeneProduct	4254
DiseaseOrPhenotypicFeature	D054219
ChemicalEntity	C042192
ChemicalEntity	D000077150
DiseaseOrPhenotypicFeature	D010523
OrganismTaxon	119260
CellLine	CVCL_0182
GeneOrGeneProduct	18126
GeneOrGeneProduct	26413
GeneOrGeneProduct	3897
DiseaseOrPhenotypicFeature	C536029
DiseaseOrPhenotypicFeature	D006849
SequenceVariant	c|SUB|C|262|T
SequenceVariant	c|SUB|C|261|G
SequenceVariant	c|SUB|G|524-1|A
DiseaseOrPhenotypicFeature	D002551
GeneOrGeneProduct	8291
ChemicalEntity	C070379
ChemicalEntity	C025603
ChemicalEntity	D004533
DiseaseOrPhenotypicFeature	D011629
DiseaseOrPhenotypicFeature	D033461
GeneOrGeneProduct	8788
GeneOrGeneProduct	7681
DiseaseOrPhenotypicFeature	D050177
SequenceVariant	c|DEL|479|C
SequenceVariant	p|FS|P|160||50
DiseaseOrPhenotypicFeature	D006130
OrganismTaxon	4081
DiseaseOrPhenotypicFeature	D060585
OrganismTaxon	5507
GeneOrGeneProduct	543959
GeneOrGeneProduct	101258774
ChemicalEntity	C007650
OrganismTaxon	315677
OrganismTaxon	746128
ChemicalEntity	D011392
ChemicalEntity	D019800
ChemicalEntity	D003024
ChemicalEntity	D014414
ChemicalEntity	D012822
ChemicalEntity	D000073893
DiseaseOrPhenotypicFeature	D000084063
ChemicalEntity	D019158
OrganismTaxon	694002
ChemicalEntity	C017282
ChemicalEntity	C000628730
OrganismTaxon	4442
ChemicalEntity	D013395
ChemicalEntity	D013213
ChemicalEntity	D008358
ChemicalEntity	C007916
OrganismTaxon	9976
GeneOrGeneProduct	66399
SequenceVariant	p|SUB|Q|155|E
SequenceVariant	p|SUB|H|419|Y
SequenceVariant	p|Allele|E|155
SequenceVariant	p|Allele|Q|155
SequenceVariant	p|Allele|Y|419
ChemicalEntity	D002712
DiseaseOrPhenotypicFeature	D015047
DiseaseOrPhenotypicFeature	D004487
OrganismTaxon	9913
DiseaseOrPhenotypicFeature	D000189
ChemicalEntity	D004318
DiseaseOrPhenotypicFeature	D003093
GeneOrGeneProduct	1401
ChemicalEntity	D013256
GeneOrGeneProduct	20674
DiseaseOrPhenotypicFeature	D065886
DiseaseOrPhenotypicFeature	D008607
DiseaseOrPhenotypicFeature	D000092223
GeneOrGeneProduct	18008
GeneOrGeneProduct	13796
GeneOrGeneProduct	15228
GeneOrGeneProduct	14634
GeneOrGeneProduct	22416
GeneOrGeneProduct	22062
GeneOrGeneProduct	13813
GeneOrGeneProduct	25747
GeneOrGeneProduct	171104
ChemicalEntity	D005230
GeneOrGeneProduct	10528
DiseaseOrPhenotypicFeature	D013132
DiseaseOrPhenotypicFeature	D063646
ChemicalEntity	C018655
DiseaseOrPhenotypicFeature	D005705
DiseaseOrPhenotypicFeature	D042882
GeneOrGeneProduct	2902
ChemicalEntity	D005998
ChemicalEntity	D004220
GeneOrGeneProduct	2903
DiseaseOrPhenotypicFeature	D003704
GeneOrGeneProduct	351
DiseaseOrPhenotypicFeature	D055956
GeneOrGeneProduct	4137
ChemicalEntity	C045651
DiseaseOrPhenotypicFeature	D002908
GeneOrGeneProduct	6476
ChemicalEntity	C041648
OrganismTaxon	9615
DiseaseOrPhenotypicFeature	C537775
DiseaseOrPhenotypicFeature	D065306
GeneOrGeneProduct	8824
GeneOrGeneProduct	4853
GeneOrGeneProduct	4854
GeneOrGeneProduct	3516
GeneOrGeneProduct	5818
GeneOrGeneProduct	2697
DiseaseOrPhenotypicFeature	D005128
ChemicalEntity	C011006
OrganismTaxon	4530
ChemicalEntity	D012492
OrganismTaxon	42789
DiseaseOrPhenotypicFeature	D012140
GeneOrGeneProduct	103
DiseaseOrPhenotypicFeature	D014777
DiseaseOrPhenotypicFeature	D004769
DiseaseOrPhenotypicFeature	D012208
CellLine	CVCL_0063
CellLine	CVCL_5I45
GeneOrGeneProduct	911961
CellLine	CVCL_ZC08
OrganismTaxon	210
ChemicalEntity	C009495
ChemicalEntity	D012974
ChemicalEntity	D007455
GeneOrGeneProduct	10563
DiseaseOrPhenotypicFeature	D015212
GeneOrGeneProduct	643
GeneOrGeneProduct	921
DiseaseOrPhenotypicFeature	D003092
GeneOrGeneProduct	55985
GeneOrGeneProduct	12145
GeneOrGeneProduct	109648
CellLine	CVCL_C0MW
ChemicalEntity	C529765
GeneOrGeneProduct	12914
GeneOrGeneProduct	12912
DiseaseOrPhenotypicFeature	D000437
GeneOrGeneProduct	56729
DiseaseOrPhenotypicFeature	D010024
GeneOrGeneProduct	9370
GeneOrGeneProduct	3952
DiseaseOrPhenotypicFeature	D057180
GeneOrGeneProduct	558
DiseaseOrPhenotypicFeature	D008175
GeneOrGeneProduct	2621
SequenceVariant	rs121434569
GeneOrGeneProduct	56852
ChemicalEntity	C030985
ChemicalEntity	D011743
ChemicalEntity	D013912
ChemicalEntity	D008239
SequenceVariant	p|SUB|T|379|L
SequenceVariant	p|SUB|A|380|M
OrganismTaxon	562
ChemicalEntity	D001224
OrganismTaxon	278673
ChemicalEntity	C029663
ChemicalEntity	D000098
ChemicalEntity	C018824
ChemicalEntity	D009555
ChemicalEntity	D007510
ChemicalEntity	C000945
ChemicalEntity	C024836
ChemicalEntity	D009930
ChemicalEntity	D004075
ChemicalEntity	D000214
GeneOrGeneProduct	84649
OrganismTaxon	4952
GeneOrGeneProduct	8694
ChemicalEntity	C056498
DiseaseOrPhenotypicFeature	D000081015
DiseaseOrPhenotypicFeature	D011695
ChemicalEntity	D037742
DiseaseOrPhenotypicFeature	D011254
DiseaseOrPhenotypicFeature	D017202
DiseaseOrPhenotypicFeature	D046110
ChemicalEntity	D003035
DiseaseOrPhenotypicFeature	D004461
ChemicalEntity	D001058
GeneOrGeneProduct	6622
GeneOrGeneProduct	1812
GeneOrGeneProduct	1813
DiseaseOrPhenotypicFeature	D001749
OrganismTaxon	7705
OrganismTaxon	6574
OrganismTaxon	7625
ChemicalEntity	C534797
OrganismTaxon	36326
ChemicalEntity	C408982
CellLine	CVCL_1783
DiseaseOrPhenotypicFeature	D015431
ChemicalEntity	C042151
OrganismTaxon	289389
GeneOrGeneProduct	5970
ChemicalEntity	D012973
ChemicalEntity	C010882
ChemicalEntity	D004492
ChemicalEntity	C017717
GeneOrGeneProduct	26362
GeneOrGeneProduct	14360
SequenceVariant	p|SUB|S|88|T
GeneOrGeneProduct	18613
ChemicalEntity	C550356
GeneOrGeneProduct	20339
GeneOrGeneProduct	22329
GeneOrGeneProduct	15894
GeneOrGeneProduct	20309
DiseaseOrPhenotypicFeature	D062706
DiseaseOrPhenotypicFeature	D000080874
DiseaseOrPhenotypicFeature	D007154
DiseaseOrPhenotypicFeature	D020187
DiseaseOrPhenotypicFeature	D005776
GeneOrGeneProduct	120892
DiseaseOrPhenotypicFeature	D010302
GeneOrGeneProduct	11093
GeneOrGeneProduct	7450
DiseaseOrPhenotypicFeature	D005642
GeneOrGeneProduct	6382
GeneOrGeneProduct	7056
DiseaseOrPhenotypicFeature	D011697
SequenceVariant	p|SUB|R|24|C
GeneOrGeneProduct	449028
GeneOrGeneProduct	403412
CellLine	CVCL_9T03
CellLine	CVCL_6061
GeneOrGeneProduct	489365
ChemicalEntity	D019808
ChemicalEntity	D002482
ChemicalEntity	D012972
DiseaseOrPhenotypicFeature	D014376
ChemicalEntity	C020457
OrganismTaxon	1773
GeneOrGeneProduct	888164
ChemicalEntity	D012293
OrganismTaxon	629395
GeneOrGeneProduct	81030
GeneOrGeneProduct	9939
GeneOrGeneProduct	6898
GeneOrGeneProduct	155871
OrganismTaxon	11676
ChemicalEntity	D009249
OrganismTaxon	1515
ChemicalEntity	D002475
ChemicalEntity	C030298
ChemicalEntity	D019289
ChemicalEntity	D000597
ChemicalEntity	D014633
ChemicalEntity	D009243
GeneOrGeneProduct	5870
GeneOrGeneProduct	8934
GeneOrGeneProduct	3267
GeneOrGeneProduct	3815
ChemicalEntity	D019438
GeneOrGeneProduct	30931
DiseaseOrPhenotypicFeature	D004421
DiseaseOrPhenotypicFeature	D009069
GeneOrGeneProduct	114691
DiseaseOrPhenotypicFeature	D005598
DiseaseOrPhenotypicFeature	C566273
DiseaseOrPhenotypicFeature	D005198
DiseaseOrPhenotypicFeature	D055948
DiseaseOrPhenotypicFeature	D056128
GeneOrGeneProduct	14961
DiseaseOrPhenotypicFeature	D007859
GeneOrGeneProduct	56637
GeneOrGeneProduct	12934
DiseaseOrPhenotypicFeature	D012829
DiseaseOrPhenotypicFeature	D014397
DiseaseOrPhenotypicFeature	C564523
GeneOrGeneProduct	7356
DiseaseOrPhenotypicFeature	D009375
GeneOrGeneProduct	4582
ChemicalEntity	D019798
GeneOrGeneProduct	727897
GeneOrGeneProduct	23552
CellLine	CVCL_0336
CellLine	CVCL_0045
GeneOrGeneProduct	301034
DiseaseOrPhenotypicFeature	D013276
GeneOrGeneProduct	25464
GeneOrGeneProduct	83619
DiseaseOrPhenotypicFeature	D014456
GeneOrGeneProduct	303413
ChemicalEntity	C041500
DiseaseOrPhenotypicFeature	D004342
DiseaseOrPhenotypicFeature	D013651
GeneOrGeneProduct	7157
DiseaseOrPhenotypicFeature	D016864
DiseaseOrPhenotypicFeature	D009386
DiseaseOrPhenotypicFeature	C535975
DiseaseOrPhenotypicFeature	D006255
ChemicalEntity	D000040
ChemicalEntity	C007842
DiseaseOrPhenotypicFeature	D010049
GeneOrGeneProduct	3164
GeneOrGeneProduct	672
GeneOrGeneProduct	675
DiseaseOrPhenotypicFeature	D000072717
DiseaseOrPhenotypicFeature	D000082122
ChemicalEntity	C015881
GeneOrGeneProduct	11606
DiseaseOrPhenotypicFeature	D006332
DiseaseOrPhenotypicFeature	D057772
DiseaseOrPhenotypicFeature	D064752
ChemicalEntity	C067883
GeneOrGeneProduct	3146
DiseaseOrPhenotypicFeature	C535432
DiseaseOrPhenotypicFeature	D017689
DiseaseOrPhenotypicFeature	C536482
DiseaseOrPhenotypicFeature	C536997
DiseaseOrPhenotypicFeature	D000067562
DiseaseOrPhenotypicFeature	D008661
DiseaseOrPhenotypicFeature	D000326
DiseaseOrPhenotypicFeature	D008059
DiseaseOrPhenotypicFeature	D007966
DiseaseOrPhenotypicFeature	D000094024
ChemicalEntity	D002066
ChemicalEntity	D016572
ChemicalEntity	D000077407
GeneOrGeneProduct	5563
GeneOrGeneProduct	4846
ChemicalEntity	D013311
GeneOrGeneProduct	12490
GeneOrGeneProduct	72674
GeneOrGeneProduct	68465
GeneOrGeneProduct	93759
GeneOrGeneProduct	18127
DiseaseOrPhenotypicFeature	D002545
DiseaseOrPhenotypicFeature	D014652
DiseaseOrPhenotypicFeature	D005909
ChemicalEntity	D000077204
DiseaseOrPhenotypicFeature	D016543
ChemicalEntity	D045786
ChemicalEntity	D004224
CellLine	CVCL_B368
CellLine	CVCL_0022
ChemicalEntity	C022616
ChemicalEntity	D014343
GeneOrGeneProduct	929
GeneOrGeneProduct	355
GeneOrGeneProduct	112476
DiseaseOrPhenotypicFeature	D020936
DiseaseOrPhenotypicFeature	C580065
DiseaseOrPhenotypicFeature	C537180
DiseaseOrPhenotypicFeature	D020325
DiseaseOrPhenotypicFeature	D004831
DiseaseOrPhenotypicFeature	D013226
DiseaseOrPhenotypicFeature	D002819
SequenceVariant	rs587778771
SequenceVariant	rs727504111
ChemicalEntity	C000589651
DiseaseOrPhenotypicFeature	D008527
GeneOrGeneProduct	1019
GeneOrGeneProduct	1021
GeneOrGeneProduct	19645
GeneOrGeneProduct	406
DiseaseOrPhenotypicFeature	D013706
DiseaseOrPhenotypicFeature	D056806
DiseaseOrPhenotypicFeature	D020159
DiseaseOrPhenotypicFeature	D056807
DiseaseOrPhenotypicFeature	D056828
DiseaseOrPhenotypicFeature	D016889
GeneOrGeneProduct	57659
GeneOrGeneProduct	63873
ChemicalEntity	C000656065
ChemicalEntity	D009569
GeneOrGeneProduct	94025
GeneOrGeneProduct	100508689
ChemicalEntity	D028581
ChemicalEntity	D002506
ChemicalEntity	D008795
DiseaseOrPhenotypicFeature	D013530
ChemicalEntity	D002511
DiseaseOrPhenotypicFeature	D005334
DiseaseOrPhenotypicFeature	D003234
DiseaseOrPhenotypicFeature	D002481
DiseaseOrPhenotypicFeature	D014946
DiseaseOrPhenotypicFeature	D004067
DiseaseOrPhenotypicFeature	D000230
DiseaseOrPhenotypicFeature	D009293
ChemicalEntity	D006886
DiseaseOrPhenotypicFeature	D017241
GeneOrGeneProduct	4567
SequenceVariant	m|SUB|A|3243|G
GeneOrGeneProduct	4563
DiseaseOrPhenotypicFeature	C535607
DiseaseOrPhenotypicFeature	OMIM:615760
DiseaseOrPhenotypicFeature	C540770
ChemicalEntity	D004317
ChemicalEntity	C000717211
ChemicalEntity	D000068756
DiseaseOrPhenotypicFeature	D016609
DiseaseOrPhenotypicFeature	D006394
ChemicalEntity	D000077786
ChemicalEntity	D017257
ChemicalEntity	D000077261
DiseaseOrPhenotypicFeature	D010995
ChemicalEntity	C516667
DiseaseOrPhenotypicFeature	D003371
GeneOrGeneProduct	470
ChemicalEntity	D015525
ChemicalEntity	D005231
ChemicalEntity	D000409
ChemicalEntity	D011453
ChemicalEntity	D013999
ChemicalEntity	D011465
ChemicalEntity	D000077338
DiseaseOrPhenotypicFeature	D009798
DiseaseOrPhenotypicFeature	D010534
DiseaseOrPhenotypicFeature	D003229
DiseaseOrPhenotypicFeature	D019557
GeneOrGeneProduct	15251
ChemicalEntity	D019207
DiseaseOrPhenotypicFeature	C536106
ChemicalEntity	D002338
CellLine	CVCL_0188
ChemicalEntity	C033815
ChemicalEntity	D000073396
ChemicalEntity	D000537
ChemicalEntity	D002248
ChemicalEntity	D009536
GeneOrGeneProduct	23057
DiseaseOrPhenotypicFeature	C564747
DiseaseOrPhenotypicFeature	C537358
ChemicalEntity	D014805
ChemicalEntity	C034730
DiseaseOrPhenotypicFeature	D002313
DiseaseOrPhenotypicFeature	D014806
DiseaseOrPhenotypicFeature	D007676
DiseaseOrPhenotypicFeature	C567730
ChemicalEntity	D015632
GeneOrGeneProduct	7054
ChemicalEntity	C011907
ChemicalEntity	C028541
ChemicalEntity	D009584
ChemicalEntity	D019833
CellLine	CVCL_6573
ChemicalEntity	D007529
DiseaseOrPhenotypicFeature	D002921
GeneOrGeneProduct	9468
ChemicalEntity	D010091
GeneOrGeneProduct	7123
ChemicalEntity	D006020
ChemicalEntity	C005273
ChemicalEntity	C029569
GeneOrGeneProduct	836
CellLine	CVCL_0019
GeneOrGeneProduct	308
DiseaseOrPhenotypicFeature	D005126
DiseaseOrPhenotypicFeature	D012164
CellLine	CVCL_B3UN
ChemicalEntity	D000069285
DiseaseOrPhenotypicFeature	D000092342
GeneOrGeneProduct	26918
GeneOrGeneProduct	14828
GeneOrGeneProduct	13198
DiseaseOrPhenotypicFeature	D001528
GeneOrGeneProduct	51752
ChemicalEntity	C517971
ChemicalEntity	D017641
ChemicalEntity	C061001
DiseaseOrPhenotypicFeature	C538458
DiseaseOrPhenotypicFeature	D013290
DiseaseOrPhenotypicFeature	D006470
DiseaseOrPhenotypicFeature	D005921
DiseaseOrPhenotypicFeature	D000743
GeneOrGeneProduct	718
DiseaseOrPhenotypicFeature	D011507
DiseaseOrPhenotypicFeature	D006417
ChemicalEntity	D008775
DiseaseOrPhenotypicFeature	D015464
ChemicalEntity	D011809
ChemicalEntity	C004532
CellLine	CVCL_0291
ChemicalEntity	C000629596
GeneOrGeneProduct	1314
GeneOrGeneProduct	84809
GeneOrGeneProduct	9696
GeneOrGeneProduct	90410
OrganismTaxon	2509511
GeneOrGeneProduct	16049
GeneOrGeneProduct	3519
GeneOrGeneProduct	70008
SequenceVariant	rs121912666
ChemicalEntity	D007328
GeneOrGeneProduct	1153
GeneOrGeneProduct	1950
GeneOrGeneProduct	596
GeneOrGeneProduct	4803
ChemicalEntity	D047071
ChemicalEntity	D019826
ChemicalEntity	D059808
ChemicalEntity	D004043
ChemicalEntity	C000722507
ChemicalEntity	D000212
DiseaseOrPhenotypicFeature	D006566
OrganismTaxon	180230
OrganismTaxon	7962
GeneOrGeneProduct	9682
CellLine	CVCL_W095
CellLine	CVCL_W096
ChemicalEntity	D013792
GeneOrGeneProduct	15170
GeneOrGeneProduct	58799
DiseaseOrPhenotypicFeature	D019337
DiseaseOrPhenotypicFeature	D000707
GeneOrGeneProduct	14125
GeneOrGeneProduct	20963
DiseaseOrPhenotypicFeature	D003693
DiseaseOrPhenotypicFeature	D006501
DiseaseOrPhenotypicFeature	D009102
DiseaseOrPhenotypicFeature	D018805
ChemicalEntity	D012964
ChemicalEntity	D014508
ChemicalEntity	D005732
ChemicalEntity	D006028
GeneOrGeneProduct	8869
ChemicalEntity	C038863
ChemicalEntity	D000069287
ChemicalEntity	D019821
DiseaseOrPhenotypicFeature	D012004
GeneOrGeneProduct	3156
GeneOrGeneProduct	970
GeneOrGeneProduct	939
CellLine	CVCL_G705
CellLine	CVCL_0532
CellLine	CVCL_0511
ChemicalEntity	C013647
ChemicalEntity	D026082
ChemicalEntity	D010404
ChemicalEntity	D008276
ChemicalEntity	D011093
ChemicalEntity	C031183
ChemicalEntity	C050366
ChemicalEntity	C513700
GeneOrGeneProduct	58805
DiseaseOrPhenotypicFeature	D015430
GeneOrGeneProduct	20526
GeneOrGeneProduct	56485
ChemicalEntity	D005632
ChemicalEntity	D019832
ChemicalEntity	C029010
GeneOrGeneProduct	5066
DiseaseOrPhenotypicFeature	D010661
ChemicalEntity	D000069604
DiseaseOrPhenotypicFeature	D013923
GeneOrGeneProduct	84959
SequenceVariant	rs2276408
GeneOrGeneProduct	2201
SequenceVariant	rs3805625
ChemicalEntity	D000068338
ChemicalEntity	C518022
ChemicalEntity	C012210
DiseaseOrPhenotypicFeature	D054058
DiseaseOrPhenotypicFeature	D014091
DiseaseOrPhenotypicFeature	D006526
GeneOrGeneProduct	920
ChemicalEntity	D008043
ChemicalEntity	D013024
ChemicalEntity	C004689
ChemicalEntity	C101707
ChemicalEntity	C046060
GeneOrGeneProduct	51015
GeneOrGeneProduct	8799
CellLine	CVCL_0493
GeneOrGeneProduct	3752
GeneOrGeneProduct	3737
GeneOrGeneProduct	3781
GeneOrGeneProduct	3783
OrganismTaxon	29018
GeneOrGeneProduct	3741
DiseaseOrPhenotypicFeature	D001063
SequenceVariant	p|SUB|R|68|S
SequenceVariant	rs1309399018
SequenceVariant	p|SUB|Y|96|C
GeneOrGeneProduct	4233
DiseaseOrPhenotypicFeature	D000077192
DiseaseOrPhenotypicFeature	D002294
DiseaseOrPhenotypicFeature	D000419
ChemicalEntity	D007736
ChemicalEntity	C005893
ChemicalEntity	D024841
ChemicalEntity	D015363
DiseaseOrPhenotypicFeature	D014552
ChemicalEntity	D002939
ChemicalEntity	D012643
ChemicalEntity	D013793
GeneOrGeneProduct	3559
GeneOrGeneProduct	3576
DiseaseOrPhenotypicFeature	D003057
GeneOrGeneProduct	7113
GeneOrGeneProduct	177391
OrganismTaxon	6239
GeneOrGeneProduct	178272
GeneOrGeneProduct	174658
GeneOrGeneProduct	1576
GeneOrGeneProduct	64816
SequenceVariant	rs62471956
DiseaseOrPhenotypicFeature	D009103
DiseaseOrPhenotypicFeature	C000719191
ChemicalEntity	D000069442
ChemicalEntity	D000068876
ChemicalEntity	D000666
DiseaseOrPhenotypicFeature	D008595
GeneOrGeneProduct	217
ChemicalEntity	C013908
ChemicalEntity	D000079
ChemicalEntity	C550386
GeneOrGeneProduct	57167
GeneOrGeneProduct	3670
GeneOrGeneProduct	6910
GeneOrGeneProduct	7022
GeneOrGeneProduct	1395
GeneOrGeneProduct	7200
GeneOrGeneProduct	114131
GeneOrGeneProduct	1734
GeneOrGeneProduct	1392
GeneOrGeneProduct	7252
GeneOrGeneProduct	23654
DiseaseOrPhenotypicFeature	D061219
DiseaseOrPhenotypicFeature	D013313
GeneOrGeneProduct	140570
DiseaseOrPhenotypicFeature	D018352
OrganismTaxon	2501931
ChemicalEntity	D000069476
GeneOrGeneProduct	1803
GeneOrGeneProduct	867
ChemicalEntity	D008764
GeneOrGeneProduct	51293
OrganismTaxon	851
DiseaseOrPhenotypicFeature	D010518
GeneOrGeneProduct	5037
DiseaseOrPhenotypicFeature	D005674
ChemicalEntity	C498077
ChemicalEntity	C017875
DiseaseOrPhenotypicFeature	D000073932
ChemicalEntity	D008694
DiseaseOrPhenotypicFeature	D000014
GeneOrGeneProduct	83502
GeneOrGeneProduct	25258
GeneOrGeneProduct	300679
GeneOrGeneProduct	24242
DiseaseOrPhenotypicFeature	D005315
DiseaseOrPhenotypicFeature	D006111
DiseaseOrPhenotypicFeature	D049970
DiseaseOrPhenotypicFeature	D007037
DiseaseOrPhenotypicFeature	D007011
DiseaseOrPhenotypicFeature	D047928
DiseaseOrPhenotypicFeature	D066087
DiseaseOrPhenotypicFeature	D013610
ChemicalEntity	D008713
ChemicalEntity	D013974
ChemicalEntity	D006854
ChemicalEntity	D003348
GeneOrGeneProduct	1029
GeneOrGeneProduct	1030
GeneOrGeneProduct	3417
DiseaseOrPhenotypicFeature	D001254
GeneOrGeneProduct	83428
GeneOrGeneProduct	14714
GeneOrGeneProduct	14405
ChemicalEntity	D001640
ChemicalEntity	C066430
ChemicalEntity	D018750
DiseaseOrPhenotypicFeature	D007319
OrganismTaxon	2870
OrganismTaxon	105407
GeneOrGeneProduct	2828223
SequenceVariant	p|SUB|N|306|I
GeneOrGeneProduct	853504
SequenceVariant	p|SUB|F|213|L
DiseaseOrPhenotypicFeature	D000083242
DiseaseOrPhenotypicFeature	D002561
DiseaseOrPhenotypicFeature	D009336
DiseaseOrPhenotypicFeature	D020244
GeneOrGeneProduct	25589
GeneOrGeneProduct	29560
GeneOrGeneProduct	29577
GeneOrGeneProduct	498633
ChemicalEntity	D011138
DiseaseOrPhenotypicFeature	D058729
DiseaseOrPhenotypicFeature	D005734
DiseaseOrPhenotypicFeature	D007925
DiseaseOrPhenotypicFeature	C565682
GeneOrGeneProduct	801
SequenceVariant	p|SUB|V|407|F
ChemicalEntity	D010649
SequenceVariant	p|SUB|N|293|A
ChemicalEntity	D000077403
